WardName,OldCode,Wardcode,Pop2015,Aged0_15,Aged16_64,Aged65plus,Pct0_15,Pct16_64,Pct65plus,MeanAge13,MedAge13,AreaSqKM,PopDenKm13,PctBame11,PctNBnUK11,PctNoEng11,GenFtRt13,MaleLE0913,FemLE0913,PctYr1Obes,PctYr6Obes,RtAmbulanc,RtAmbAlco,RoadKilled,InEmp2011,EmpRt2011,NoJobs2013,EmpWkAge13,RtNINo1112,MedHouPr14,NPropSld13,MedHHIncom,NumHHSpace,PctDetach,PctSemi,PctTerrace,PctFlat,PctOwned11,PctSocRen11,PctPRent11,PctCTaxAB,PctCTaxCDE,PctCTaxFGH,IncapBen2014,InSupp2014,EmpSup2014,JSA2014,PctDepChild,PctHHNoEmp,PctLonePar,IDRankLond,ID50pctNat,AvgGCSE2013,UnauthAbs13,PctNoQl11,PctLev4Q11,ALevSt1213,ALevEn1213,CriRt1314,ViolRt1314,RobRt1314,Theft1314,CriDam1314,DrugRt1314,Arson14,PctOpSpace,CarPerHH11,PTAL14,PctBike11,Turnout12,Candidate,InnerOuter,x,y
Barnet - West Finchley,00ACGR,E05000061,17500,3250,11950,2300,18.63485525,68.24007323,13.12507152,37.5,36,2.2,7590.9,39.2,44.7,19,59.52941176,82.21461092,83.50176825,7.355864811,16.19937695,106.8880833,0.780596599,3,8583,74.23456149,8700,0.740425532,40.38461538,383500,216,36891,6862,3.7,24.1,17.1,55,53.8,7.2,36.9,6.295688498,67.73086678,25.97344473,0.803382664,0.930232558,2.621564482,2.794763292,7.605633803,3.066566941,40.12345679,503,10,387.761165,0.741649485,12.2,49.5,756.2688679,225.445283,58.42723425,12.52012162,2.205926191,25.93453765,4.173373875,2.146306564,0.233890773,13.37085274,0.923410621,3.63700115,1.668747871,39.32930307,Boris,Outer,525618.3262,191370.6571
Barnet - West Hendon,00ACGS,E05000062,19250,3950,13100,2150,20.58563478,68.22177147,11.19259375,35.2,32,3.4,5279.4,50.6,53.6,24.7,64.94382022,80.69453163,86.00794184,10.22044088,18.04878049,119.5254463,0.781550288,13,8051,67.23173278,9800,0.777777778,80.78817734,315000,273,27736,6465,14.8,21.4,17.5,46.4,48.3,16.8,32.6,18.79734848,59.73800505,21.46464646,0.893065155,1.70847247,4.271181176,3.828785297,14.23529412,4.69151671,45.68527919,372,70,377.6831169,0.916719409,17.8,34.4,661.1603448,209.8663793,104.0606329,18.4222173,2.876742642,55.65390573,7.579110423,5.255587519,0.277192593,31.99453748,0.908258355,3.548876715,1.31977237,33.22053017,Boris,Outer,522370.6494,188083.5259
Barnet - Woodhouse,00ACGT,E05000063,18700,3500,12650,2550,18.59992513,67.64532863,13.75474624,37.9,36,2.6,6846.2,37.6,41,16.2,50.48780488,81.92831183,83.98527507,8.403361345,19.86754967,145.9076687,0.437700613,9,8568,72.01210287,5900,0.479674797,28.5106383,365000,206,31626,7029,4,25.5,22.7,47.8,57.6,11.5,28.6,4.83635301,74.26943308,20.89421391,1.16111467,1.80172966,3.763613069,3.157786929,13,4.865334492,42.90909091,438,30,377.3005618,0.791827637,15.7,41.3,709.9785185,216.2162963,68.47862485,12.66882465,2.455631209,30.58377051,5.860029021,4.911262418,0.164681342,19.29132854,0.982479004,2.877864051,1.976507793,36.74447687,Boris,Outer,526689.4075,191811.2657
Bexley - Barnehurst,00ADGA,E05000064,10600,2000,6600,2050,18.66867811,62.04978314,19.28153875,40.8,41,2.9,3672.4,9.8,8,1.3,70.25641026,79.53363992,85.3511619,7.142857143,23.33333333,126.8236865,1.054650048,1,4958,75.78722103,2200,0.335877863,5.925925926,245000,152,34408,4304,6.5,54.8,22.2,16.5,80,10.7,8.3,7.053941909,88.49700323,4.449054864,0.682438581,1.819836215,2.88140734,1.92663571,13.33333333,3.330970943,38.01369863,511,28.57142857,353.319084,0.78974359,23.1,20.1,745.2957447,213.9691489,42.88003016,11.78022807,0.659692772,9.895391575,6.87965319,2.638771087,0.381424621,35.97805192,1.254193244,3.135915766,0.962482813,35.06703993,Boris,Outer,550294.634,175401.0493
Bexley - Belvedere,00ADGB,E05000065,12400,2900,7950,1600,23.17485898,63.9081386,12.91700242,36.1,35,3.2,3828.1,28.4,20.4,5.1,70.56603774,78.11875411,86.86703455,12.52408478,26.92307692,122.3506744,0.617142857,0,5439,70.42600026,3800,0.484076433,18.54304636,194000,220,27269,4988,5.7,25.8,31.8,36.7,63.6,16.1,18.6,23.49433512,74.95527728,1.550387597,1.20604291,3.364224959,5.205027295,3.795640152,24.54545455,6.147795487,42.57602862,296,85.71428571,336.9552632,1.022582359,23.7,21.9,623.8902439,199.3853659,61.71830295,17.57541077,2.207144609,19.455571,7.03016431,6.212703343,1.204238921,33.13320693,1.013247775,2.752564148,1.240337947,31.93379088,Boris,Outer,549389.3309,179197.6978
Bexley - Blackfen and Lamorbey,00ADGC,E05000066,10700,1950,6700,2050,18.34733894,62.59570495,19.05695612,40.5,42,1.7,6352.9,7.3,7.1,1.2,55.5,82.87659278,87.6472574,7.901907357,19.46107784,84.38544374,0.25220681,1,5157,77.270003,1100,0.164179104,2.857142857,285000,157,36929,4233,7,50.4,34.7,7.9,86.7,3.8,8.1,2.883479083,91.2077523,5.908768613,0.445566612,1.039655428,2.747660775,1.017666807,8.979591837,1.996151996,26.72064777,588,0,365.4426471,0.790515464,22.4,19.3,696.0457831,203.0481928,27.36549165,4.916512059,0.463821892,8.441558442,1.669758813,1.669758813,0.185666543,9.484078371,1.34992785,2.051587362,1.408715252,35.88755708,Boris,Outer,545457.531,173911.5252
Bexley - Blendon and Penhill,00ADGD,E05000067,11000,2000,6900,2150,17.97364834,62.57155838,19.45479328,40.5,41,2.1,5285.7,9.5,7.8,1.7,57.56097561,82.56566362,86.05067195,7.303370787,17.62114537,80.26363308,0.241181791,1,5336,78.18315018,1500,0.218978102,3.03030303,275000,193,39010,4335,8.9,46.8,34.2,10.1,88.5,2.6,8.1,3.152323976,83.31799356,13.52968247,0.362950058,0.871080139,2.395470383,1.29220829,6.666666667,2.199101442,28.35820896,596,0,365.3840491,0.702529866,21.5,19.6,751.4,216.658427,32.79132791,5.149051491,0.361336947,12.01445348,3.703703704,2.529358627,0.270855905,13.77061563,1.441948451,2.0657379,1.238390093,38.66311659,Boris,Outer,547213.6434,174018.2326
Bexley - Brampton,00ADGE,E05000068,10600,1750,6350,2450,16.55978876,60.10939268,23.33081856,43.2,45,2,5350,13.1,10.4,1.6,54.44444444,82.8954875,87.03918981,6.865671642,20.06079027,96.54205607,0.451388889,1,4995,76.63393679,1700,0.263565891,4.580152672,315000,138,40173,4232,6.6,73,10.8,9.7,88.9,4.4,5.7,4.80952381,88.47619048,6.714285714,1.012618788,1.168406294,2.414706341,1.325337457,7.5,1.946647441,34.09090909,595,14.28571429,376.0735849,0.501666667,22.9,20.7,719.6769231,212.5538462,31.12110986,5.999250094,0.374953131,16.59167604,2.530933633,1.124859393,0,9.101076785,1.326363855,2.665178931,1.070038911,41.21306376,Boris,Outer,548686.8496,176531.1505
Bexley - Christchurch,00ADGF,E05000069,11350,2050,7200,2100,18.09540574,63.33392008,18.57067418,40.6,41,2.5,4500,13.4,11.5,2.3,62.27272727,80.39635989,82.77561602,12.5,15.15151515,162.3434705,1.412918108,5,5368,77.02683312,8800,1.23943662,7.194244604,266525,203,38510,4568,12.9,46.9,18.2,22,80.7,3.9,14.2,5.542221252,83.59153393,10.86624482,1.047339757,1.955034213,2.723083368,1.857027901,12.65306122,2.779645819,33.4519573,527,14.28571429,371.6361538,0.835543562,21,24.9,759.7910891,213.709901,102.5641026,23.8665602,1.774465442,47.37822731,8.339987579,9.493390116,0.447227191,17.29058481,1.222371666,3.422257225,0.939136717,34.93053587,Boris,Outer,548850.8741,175079.644
Bexley - Colyers,00ADGG,E05000070,11400,2550,7150,1700,22.25245787,62.73700843,15.01053371,37.3,36,1.6,7093.8,17.7,12.3,2,60,78.30446509,84.74320886,11.62280702,26.31578947,111.8111717,0.384274313,1,4951,70.24687855,800,0.113475177,9.219858156,249000,109,27139,4515,4.3,50.7,17.7,27.2,61.5,29.4,7,29.09772777,69.18155747,1.720714758,0.914333943,2.602335068,5.345336897,3.280995449,20.33898305,7.228371358,51.93482688,294,57.14285714,325.1622951,1.002724458,25.1,18.1,666.806383,204.6510638,37.19700309,10.31291318,0.705156457,9.872190392,6.698986338,3.790215954,0.282113974,12.98571756,1.079286198,2.0485193,1.127596439,27.98634812,Boris,Outer,550847.338,176792.5793
Bexley - Crayford,00ADGH,E05000071,11950,2500,7700,1750,20.85252491,64.57583117,14.57164392,37.7,37,4,2925,11.7,10,1.9,69.58333333,79.51077399,84.05707007,10.04672897,20.05649718,118.0243212,0.390529656,3,5236,73.16936836,7300,0.979865772,6.015037594,230000,248,28314,4840,5.6,40.9,29.2,24.3,65.6,21.8,10.5,24.17423617,75.57803468,0.247729149,0.726936294,2.643404705,4.824213587,3.610931081,20.6779661,4.764916719,42.07920792,348,71.42857143,342.2644928,1.229976852,25.3,18.6,704.7615385,207.8474359,57.11354309,13.25239398,0.85499316,23.68331053,7.181942544,2.906976744,0.832916875,41.65727741,1.116382037,2.0535666,1.046533358,30.45735129,Boris,Outer,551698.5002,174939.7707
Bexley - Cray Meadows,00ADGJ,E05000072,11350,2350,6950,2000,20.84251344,61.45236626,17.7051203,39.4,39,7.2,1583.3,11,9.9,2.3,70,79.84265517,83.6373365,13.62530414,25.57377049,132.6601671,0.605710989,0,4952,71.38532507,7200,1.035971223,3.571428571,285000,156,30236,4810,6.5,44.4,17.6,31.3,65.7,22.8,9.3,13.48595213,78.43912591,8.074921956,1.363179796,3.156837423,5.596211795,2.330640228,22.72727273,5.523688124,49.29906542,345,57.14285714,348.6193798,1.002921196,25.1,22.2,673.6662791,209.7569767,47.22124516,10.72810412,0.439676398,18.20260288,6.507210693,2.28631727,0.522284123,61.65163173,1.16762269,2.315611368,1.535433071,31.64325843,Boris,Outer,548431.9629,171550.3894
Bexley - Danson Park,00ADGK,E05000073,11000,2000,7000,1950,18.29013188,63.75625284,17.95361528,40.2,40,2.7,4092.6,16.2,13.2,3.1,55.81395349,81.17725996,83.0585029,11.07954545,21.65242165,125.6139713,0.6508206,0,5217,74.97844208,2800,0.4,4.929577465,264500,156,33825,4565,9.1,46.4,22.8,21.7,77.9,8.9,11.2,8.029036516,83.10602728,8.864936208,0.855798032,1.640279561,3.280559121,2.127171745,13.33333333,3.368515607,34.51327434,523,14.28571429,366.4646552,0.958144631,23,21.6,737.6294118,210.6329412,54.65917331,11.51196519,0.906453952,18.49166062,6.798404641,4.894851342,0.636710933,36.35789075,1.190208848,2.937262131,1.060465116,34.24579413,Boris,Outer,547257.9774,175253.7535
Bexley - East Wickham,00ADGL,E05000074,11000,2000,6850,2100,18.4,62.44545455,19.15454545,40.5,41,2.2,5022.7,16.9,13.4,3.2,51.9047619,81.32796904,84.67348799,11.07692308,23.35164835,118.065562,0.488927236,1,5028,73.4550767,1300,0.189781022,14.61538462,259997.5,118,30690,4309,3.1,59.3,21.6,16,76.5,12.6,9.5,9.105728924,88.05309735,2.841173731,0.730994152,1.754385965,3.947368421,2.161645701,16.8,3.396674584,34.64052288,448,42.85714286,359.7780303,0.928835137,26.4,18.8,722.4963855,211.2024096,42.63812029,9.434818108,0.544316429,14.42438538,5.171006078,3.175179171,0.540345821,26.83866525,1.209026128,2.454414115,1.179199691,32.2145766,Boris,Outer,545756.7351,176435.8758
Bexley - Erith,00ADGM,E05000075,12800,3200,8100,1500,25.14656453,63.26115845,11.59227703,34.9,33,4.8,2614.6,31.4,23.1,5.6,74.64285714,79.18680091,84.82620368,13.47905282,27.24935733,140.128424,0.649205283,1,5266,67.61684643,6000,0.759493671,24.46043165,156995,135,26792,5093,6.8,19.9,29.2,44,55.1,20.2,20.5,27.06296441,70.39499413,2.542041455,0.814230239,3.570086434,6.075410247,3.843242683,23,8.284263959,53.65853659,283,85.71428571,343.7808,1.181676707,23.6,22.6,658.3211111,205.2855556,76.26440461,20.64660691,1.040332907,28.80921895,8.162612036,5.601792574,1.625619768,44.6231465,0.954111675,2.5523982,1.026694045,26.96706628,Boris,Outer,550567.8884,178609.005
Bexley - Falconwood and Welling,00ADGN,E05000076,10950,2000,7100,1800,18.18431408,65.15054452,16.66514139,39.6,40,1.7,6470.6,15.4,12.4,2.6,50.69767442,80.25367251,86.15648155,9.970674487,22.74052478,73.69183415,0.387704237,2,5362,76.20807277,1800,0.253521127,9.655172414,280000,174,35511,4251,3,58,29.5,9.5,88,1.1,9.5,2.865261662,94.24579683,2.888941511,0.352211891,0.774866159,2.2541561,1.582619811,8.6,2.331794996,27.23404255,577,14.28571429,378.7543307,0.818558077,22.1,19.6,728.488764,210.6404494,46.18748292,10.6586499,0.728796575,17.40001822,2.824086727,2.915186299,0.271591526,0.693056613,1.31139179,2.384968756,1.05377907,35.82842725,Boris,Outer,545743.5529,175320.4782
Bexley - Lesnes Abbey,00ADGP,E05000077,11450,2300,7250,1900,20.25139665,63.29434358,16.45425978,38.8,39,2.4,4791.7,31,23.3,5,63.04347826,81.71312246,83.98523673,15.835141,22.78481013,102.0034843,0.357732526,0,5023,69.69612876,700,0.096551724,19.44444444,258000,126,28858,4566,7.1,40.6,25.9,26.4,67.1,21,10.3,29.82300885,67.74336283,2.433628319,0.829302004,2.418797512,4.215618521,3.246823674,18.03571429,5.105239588,40.83129584,380,57.14285714,356.0160839,0.83545888,23.8,22.5,671.7269231,202.8182692,52.0281421,11.37844176,2.518891688,20.32485017,5.906366716,3.64805003,1.480836237,36.9875038,1.069861173,2.779491628,1.068376068,32.86808976,Boris,Outer,547990.3088,178300.1441
Bexley - Longlands,00ADGQ,E05000078,10600,1750,6600,2250,16.38183363,62.41148145,21.20668492,42.2,42,2.6,4096.2,9.4,9.9,2.1,53.80952381,81.43099016,82.09202589,8.02919708,18.03921569,254.7160868,0.577858881,2,4882,75.38604077,3600,0.545454545,5.511811024,249997,180,40059,4617,9.4,39.4,11.8,39.5,75,13.2,10.7,8.544373486,76.70116714,14.75445937,0.832576446,1.36239782,2.72479564,1.654124631,8.80952381,2.321428571,37.16814159,549,16.66666667,360.769,0.747277937,20.9,27.1,774.4536232,219.0101449,36.27626496,5.936116084,0.376896259,15.07585037,4.428531047,1.790257232,0.284387146,28.88739177,1.179241071,2.652284057,1.324372406,37.97787425,Boris,Outer,545665.4793,171881.8606
Bexley - North End,00ADGR,E05000079,11850,3150,7450,1250,26.72566372,62.68857986,10.58575643,33.6,32,5.7,2070.2,27,18.8,3.3,78.18181818,75.56649045,81.87557392,16.34782609,24.78632479,134.3953902,0.653436592,3,4584,63.31491713,3700,0.506849315,15,196750,115,23140,4723,2.9,27.5,36.4,33.1,46.9,37.4,14.3,30.85690165,69.1219924,0.021105952,1.288659794,2.17037439,6.17200217,5.657053416,30.40540541,11.07752105,53.67741935,164,85.71428571,336.0117647,1.399807415,28.8,19.5,670.7075949,209.0088608,73.85737302,17.97676588,1.695921309,25.7780039,9.751547528,6.190112779,2.372680281,65.30013103,0.853595336,2.592034146,1.303140355,25.57692308,Ken,Outer,552720.3833,176967.4308
Bexley - Northumberland Heath,00ADGS,E05000080,10700,2100,6800,1800,19.47456993,63.61256545,16.91286462,39.2,40,1.8,5972.2,14.5,9.8,1.9,63.80952381,79.46897399,86.13643458,11.05651106,23.33333333,91.56803376,0.616921269,2,5016,73.63476218,1800,0.262773723,5,250000,139,31077,4126,4.5,56.1,29,10.4,80.3,9.3,8.9,9.78234872,88.25639799,1.961253289,0.953918403,2.421485178,3.815673613,2.288940046,16.53846154,4.20084514,40.06024096,486,28.57142857,344.0077419,0.904896422,23.3,17.8,719.9430233,214.8709302,45.69142006,11.72529313,0.372231528,17.12265029,8.189093616,2.047273404,0.734012295,13.63537545,1.289087745,2.143141561,1.244893989,34.5686161,Boris,Outer,549566.9473,177294.7505
Bexley - St. Mary's,00ADGT,E05000081,10550,1850,6300,2350,17.7200796,59.89765943,22.38226097,42.4,43,4.4,2420.5,8.4,8.1,1.1,57.83783784,81.82859896,88.23130936,6.64556962,14.41860465,113.6470367,0.595434998,3,4934,77.32330356,2000,0.31496063,3.937007874,310000,218,46568,4390,23.2,38.2,26.2,12.3,85.7,4.1,9.1,4.389356379,70.66181487,24.94882875,1.661129568,3.9550704,9.650371777,1.397454961,6.086956522,1.655011655,29.94652406,607,14.28571429,360.3795276,0.513833992,18.9,27,739.6125,214.3295455,33.17312223,5.84299312,0.942418245,12.62840449,4.429365753,1.790594666,0.563539025,46.8131011,1.369463869,2.630202734,1.248293349,41.96072851,Boris,Outer,549285.6067,173361.4697
Bexley - St. Michael's,00ADGU,E05000082,11250,2300,7200,1750,20.4110686,64.02704867,15.56188273,38.2,39,1.4,8071.4,17.3,11.6,2.4,52.88888889,80.49540914,84.88774174,9.42408377,23.14606742,71.37765104,0.284414107,0,5423,75.89923023,1100,0.153846154,6.382978723,279999.5,141,34150,4073,1.8,82.3,8.2,7.7,85.8,7,6.1,6.38663719,92.23777942,1.375583395,0.558035714,1.116071429,2.9296875,2.578442327,11.37931034,3.229844767,32,545,28.57142857,362.1313253,0.717083091,21.8,19.1,723.7365854,212.1894309,26.4114154,7.444828503,0.531773465,6.647168306,3.54515643,2.038464947,0,5.900145192,1.354281422,2.16793809,1.117519827,34.50574387,Boris,Outer,547235.1854,176743.0051
Bexley - Sidcup,00ADGW,E05000083,11000,1750,7050,2200,15.86420315,64.23955584,19.89624101,41.8,42,2.7,4092.6,10.1,10.6,2.2,52.09302326,79.97995343,82.89192319,10.76388889,18.6440678,140.7293735,0.365785031,1,5150,74.03680276,6000,0.85106383,7.518796992,280000,218,41901,4651,14,31.8,19,35.3,74.7,6.7,16.6,8.573270305,66.82423722,24.60249248,0.567054154,1.275871846,2.126453076,1.234753676,8.604651163,2.158433467,31.42857143,593,0,373.9359223,0.666911765,19.1,27.2,778.1213483,216.0606742,47.23909693,7.616284341,1.994741137,18.31535044,4.533502584,4.442832532,0.180538003,25.78599514,1.195594126,3.215069096,1.217456453,40.91969801,Boris,Outer,546467.7583,172659.2165
Bexley - Thamesmead East,00ADGX,E05000084,12550,3500,8100,950,27.80838323,64.75848303,7.433133733,32,32,4.8,2583.3,52.7,38.1,7.6,77.62711864,78.25165051,81.70757619,16.36863824,26.15694165,93.92871132,0.515574651,2,4997,62.59551547,4100,0.50931677,42.95774648,185500,81,24204,4925,3.1,13.1,40.4,43.3,41,38.4,19,57.73809524,42.26190476,0,0.865372728,3.337866238,5.624922735,6.241875894,23.16455696,9.385254868,46.45550528,257,100,340.3634731,0.951825146,20.8,28.2,679.0225564,198.1631579,57.59754423,15.59092011,2.100331206,15.91404798,8.078196946,4.119880443,0.705052879,70.48505893,0.810763509,2.573495051,1.320197044,27.65840974,Ken,Outer,548306.8713,180249.1159
Brent - Alperton,00AEGJ,E05000085,15300,3050,10750,1550,19.78194163,70.13122674,10.08683162,35.3,33,2.1,7047.6,81.8,66.8,32.3,90.14492754,80.83753043,84.33595703,8.193277311,18.18181818,96.41240457,0.432484383,3,6753,67.36159601,9000,0.865384615,89.08045977,249500,91,25566,4444,6.1,23.8,32,37.8,55.6,12.1,29.6,13.80985427,85.7969003,0.393245431,0.804619462,1.372586142,3.265808406,3.307423725,14.41176471,4.980750722,47.52851711,321,100,336.8656627,1.175137569,22.1,26.2,633.5306452,201.0451613,68.84599701,15.90322142,4.75737393,25.62185674,7.883648226,5.369036292,0.337815012,17.74477955,0.906159769,2.966510576,1.673457509,36.95560699,Ken,Outer,518373.8467,183773.4798
Brent - Barnhill,00AEGK,E05000086,16250,3400,10850,2000,20.88845136,66.73229558,12.37925306,35.8,33,3,5366.7,69.7,56.5,22.9,82.22222222,77.93069185,80.78260638,12.3364486,26.75159236,124.4749197,0.463110827,7,6768,64.1759909,3700,0.345794393,73.22404372,335000,110,31195,5546,17,27.8,9.6,45.5,43.6,26.6,26.2,18.91598916,60.83107498,20.25293586,1.436249073,2.270200148,4.772053373,4.778279456,21.51898734,6.547068615,44.49064449,186,77.77777778,352.3932099,1.047212959,18.1,34.7,724.7465278,213.6215278,65.99142484,17.8338408,1.926303362,21.12719816,4.660411359,8.947989809,0.123548307,31.61679021,0.993157019,3.010850116,0.530922657,35.96361119,Ken,Outer,519339.1991,187207.7368
Brent - Brondesbury Park,00AEGL,E05000087,13300,2350,9250,1700,17.77861446,69.59337349,12.62801205,37,34,1.7,7794.1,43.8,47.2,16.2,48.18181818,82.4072318,85.68980852,8.305647841,21.21212121,120.5473169,0.336819713,2,6646,71.79431781,2000,0.216216216,88.57142857,528500,167,41049,5528,8.4,16.6,6.8,68.2,44.3,21.5,32,5.811362792,73.96955069,20.21908652,1.08096422,1.675494541,3.945519403,4.129937401,15.28301887,3.802922443,42.24422442,286,75,344.1012048,1.052140818,15.9,45,711.0661417,222.6551181,63.22404785,12.79624442,1.892935564,23.16953131,4.770197622,10.14613463,0.458645467,9.740002805,0.748032971,3.765928054,4.780058651,33.11735941,Ken,Outer,523615.1903,184172.0474
Brent - Dollis Hill,00AEGM,E05000088,13650,3300,8700,1650,24.08817929,63.71759191,12.1942288,34.8,32,2.3,5934.8,64.3,54.5,22,64.74576271,82.28584962,88.71667582,13.43873518,22.265625,115.9442028,0.272023436,4,5254,61.5294531,6000,0.693641618,58.64197531,303000,78,25796,4357,7.3,30.1,27.5,35.2,51.7,22.1,23.5,4.543357934,89.57564576,5.88099631,1.148633127,2.756719504,5.283712382,5.396385779,23.79746835,9.169793621,52.50544662,211,100,337.4935644,1.207821229,24.4,25.1,675.846729,207.4411215,66.98564593,16.41516378,2.429149798,19.28597718,6.036069194,11.55686419,0.224988751,26.63842659,0.942776735,2.861482992,1.475742483,31.87673655,Ken,Outer,522328.2022,186526.6599
Brent - Dudden Hill,00AEGN,E05000089,15750,3350,10750,1700,21.2078919,68.13423841,10.65786969,34.7,32,1.7,9117.6,55.9,56.2,23.8,63.2,83.91270239,85.51505816,13.82765531,24.32432432,117.981154,0.937263794,3,6936,65.90023753,3700,0.34741784,96.85863874,430000,102,27477,5324,4.8,29.5,21.6,44,43.7,19.9,34.2,11.90022848,80.67402894,7.425742574,0.979660384,2.425825714,4.66504945,6.65490641,24.13333333,8.041554444,51.08910891,189,100,334.9992481,1.000601093,19.8,31.7,674.8617647,207.945098,85.23277588,24.53670821,4.455349648,24.53670821,6.586169045,11.17065926,0.258164451,11.59577825,0.762408619,3.440448456,3.211267606,35.37699505,Ken,Outer,522010.6414,185388.8615
Brent - Fryent,00AEGP,E05000090,14150,2900,9450,1800,20.46659597,66.83633793,12.6970661,36,34,2.7,5129.6,62.7,55.9,21.9,69,80.67352772,83.92101965,10.18711019,17.84776903,116.5012863,0.481974166,1,6015,66.47877984,4300,0.464864865,69.07894737,257500,98,30984,4503,5.3,44.4,12.9,37.4,57.1,13.9,26.8,3.953540317,89.07750726,6.968952423,0.799488327,1.17258288,3.144654088,2.805258155,12.64705882,4.915409236,45.68345324,311,87.5,353.9111842,0.79719163,20.3,29,676.6327103,213.0794393,59.00598716,16.51879103,2.885378345,15.50890861,6.059294525,7.862655991,0.367511944,39.25468297,1.097165066,2.845433974,1.06365834,32.19778968,Ken,Outer,520305.2136,188451.5356
